Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Status,Verification_Status
P002539,John Thompson,78328.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78328.png,candidate,
P003991,Rod Thorn*,78335.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78335.png,candidate,
P003990,Rod Thorn,78335.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78335.png,candidate,
P004082,Rudy Tomjanovich*,78350.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78350.png,candidate,
P004081,Rudy Tomjanovich,78350.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78350.png,candidate,
P002048,Jack Twyman*,78388.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78388.png,candidate,
P002047,Jack Twyman,78388.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78388.png,candidate,
P004777,Wes Unseld*,78392.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78392.png,candidate,
P004776,Wes Unseld,78392.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78392.png,candidate,
P000777,Chet Walker,78435.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78435.png,candidate,
P000778,Chet Walker*,78435.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78435.png,candidate,
P000396,Bill Walton,78450.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78450.png,candidate,
P000397,Bill Walton*,78450.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78450.png,candidate,
P000510,Bobby Wanzer,78453.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78453.png,candidate,
P000511,Bobby Wanzer*,78453.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78453.png,candidate,
P002337,Jerry West,78497.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78497.png,candidate,
P002338,Jerry West*,78497.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78497.png,candidate,
P003710,Paul Westphal*,78500.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78500.png,candidate,
P003709,Paul Westphal,78500.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78500.png,candidate,
P003012,Lenny Wilkens,78530.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78530.png,candidate,
