Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Source,Verification_Status,Headshot_Status
P000699,Carmelo Anthony,2546.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2546.png,NBA CDN,,candidate
P000700,Carmelo Anthony*,2546.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2546.png,NBA CDN,,candidate
P000701,Caron Butler,2406.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2406.png,NBA CDN,,candidate
P000702,Carrick Felix,203467.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203467.png,NBA CDN,,candidate
P000703,Carsen Edwards,1629035.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629035.png,NBA CDN,,candidate
P000704,Carter Bryant,1642868.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642868.png,NBA CDN,,candidate
P000705,Cartier Martin,201858.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201858.png,NBA CDN,,candidate
P000706,Casey Jacobsen,2418.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2418.png,NBA CDN,,candidate
P000707,Casey Shaw,1745.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1745.png,NBA CDN,,candidate
P000708,Cason Wallace,1641717.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png,NBA CDN,,candidate
P000709,Casper Ware,203810.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203810.png,NBA CDN,,candidate
P000710,Cassius Stanley,1630199.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630199.png,NBA CDN,,candidate
P000711,Cassius Winston,1630216.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630216.png,NBA CDN,,candidate
P000712,Cat Barber,1627760.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627760.png,NBA CDN,,candidate
P000713,Cazzie Russell,78045.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78045.png,NBA CDN,,candidate
P000714,Cedi Osman,1626224.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626224.png,NBA CDN,,candidate
P000715,Cedric Ball,76090.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76090.png,NBA CDN,,candidate
P000716,Cedric Bozeman,200841.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200841.png,NBA CDN,,candidate
P000717,Cedric Ceballos,76.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76.png,NBA CDN,,candidate
P000718,Cedric Coward,1642907.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642907.png,NBA CDN,,candidate
P000720,Cedric Hunter,77083.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77083.png,NBA CDN,,candidate
P000721,Cedric Jackson,202132.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202132.png,NBA CDN,,candidate
P000722,Cedric Lewis,736.0,https://cdn.nba.com/headshots/nba/latest/1040x760/736.png,NBA CDN,,candidate
P000723,Cedric Maxwell,77487.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77487.png,NBA CDN,,candidate
P000724,Cedric Simmons,200759.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200759.png,NBA CDN,,candidate
P000725,Cedrick Hordges,77056.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77056.png,NBA CDN,,candidate
P000726,Cezary Trybański,2456.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2456.png,NBA CDN,,candidate
P000727,Chad Gallagher,76772.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76772.png,NBA CDN,,candidate
