season,season_type,team,efgpct,tovpct
1991-92,Regular Season,Indiana Pacers*,51.800000000000004,14.7
1991-92,Regular Season,Los Angeles Clippers*,48.3,13.6
1991-92,Regular Season,Los Angeles Lakers*,46.5,12.0
1991-92,Regular Season,Philadelphia 76ers,48.8,13.8
1991-92,Regular Season,Atlanta Hawks,48.1,13.0
1991-92,Regular Season,New Jersey Nets*,47.3,14.1
1991-92,Regular Season,Houston Rockets,49.9,15.0
1991-92,Regular Season,Milwaukee Bucks,48.6,14.2
1991-92,Regular Season,Charlotte Hornets,48.5,13.0
1991-92,Regular Season,Miami Heat*,47.9,14.6
1991-92,Regular Season,Washington Bullets,47.099999999999994,13.3
1991-92,Regular Season,Sacramento Kings,48.199999999999996,14.3
1991-92,Regular Season,Orlando Magic,46.7,14.6
1991-92,Regular Season,Minnesota Timberwolves,46.7,12.4
1991-92,Regular Season,Denver Nuggets,45.1,14.9
1991-92,Regular Season,Dallas Mavericks,45.800000000000004,13.1
1992-93,Regular Season,Seattle SuperSonics*,50.2,13.5
1992-93,Regular Season,Chicago Bulls*,49.9,12.0
1992-93,Regular Season,Cleveland Cavaliers*,51.800000000000004,12.5
1992-93,Regular Season,Phoenix Suns*,52.1,14.2
1992-93,Regular Season,New York Knicks*,47.9,14.1
1992-93,Regular Season,Houston Rockets*,51.5,14.5
1992-93,Regular Season,Portland Trail Blazers*,47.599999999999994,12.6
1992-93,Regular Season,San Antonio Spurs*,50.7,13.6
1992-93,Regular Season,Utah Jazz*,49.8,13.8
1992-93,Regular Season,Indiana Pacers*,49.8,13.5
1992-93,Regular Season,Orlando Magic,50.9,15.5
1992-93,Regular Season,New Jersey Nets*,47.3,14.4
1992-93,Regular Season,Boston Celtics*,49.5,12.9
1992-93,Regular Season,Los Angeles Clippers*,49.3,13.9
1992-93,Regular Season,Charlotte Hornets*,49.9,13.8
1992-93,Regular Season,Atlanta Hawks*,49.3,14.0
1992-93,Regular Season,Golden State Warriors,50.2,14.9
1992-93,Regular Season,Miami Heat,48.1,13.9
1992-93,Regular Season,Los Angeles Lakers*,48.6,13.7
1992-93,Regular Season,Detroit Pistons,47.3,12.5
1992-93,Regular Season,Denver Nuggets,47.0,14.5
1992-93,Regular Season,Sacramento Kings,48.1,14.1
1992-93,Regular Season,Milwaukee Bucks,49.5,14.8
1992-93,Regular Season,Philadelphia 76ers,47.9,14.4
1992-93,Regular Season,Washington Bullets,48.0,14.2
1992-93,Regular Season,Minnesota Timberwolves,47.9,15.9
1992-93,Regular Season,Dallas Mavericks,45.5,15.1
1993-94,Regular Season,Seattle SuperSonics*,50.1,13.7
1993-94,Regular Season,New York Knicks*,48.3,15.1
1993-94,Regular Season,San Antonio Spurs*,49.4,13.6
1993-94,Regular Season,Atlanta Hawks*,48.0,13.6
1993-94,Regular Season,Phoenix Suns*,50.9,13.9
1993-94,Regular Season,Utah Jazz*,49.0,13.3
1993-94,Regular Season,Houston Rockets*,50.7,15.0
1993-94,Regular Season,Cleveland Cavaliers*,48.699999999999996,12.8
1993-94,Regular Season,Orlando Magic*,51.4,14.4
1993-94,Regular Season,Indiana Pacers*,50.0,16.0
1993-94,Regular Season,Chicago Bulls*,49.3,14.6
1993-94,Regular Season,Miami Heat*,48.8,14.3
1993-94,Regular Season,Portland Trail Blazers*,47.199999999999996,12.5
1993-94,Regular Season,New Jersey Nets*,46.1,12.7
1993-94,Regular Season,Golden State Warriors*,51.2,14.9
1993-94,Regular Season,Denver Nuggets*,47.8,15.3
1993-94,Regular Season,Charlotte Hornets,50.0,13.6
1993-94,Regular Season,Boston Celtics,48.199999999999996,13.5
1993-94,Regular Season,Los Angeles Lakers,46.6,12.8
1993-94,Regular Season,Los Angeles Clippers,48.4,15.4
1993-94,Regular Season,Sacramento Kings,47.099999999999994,14.2
1993-94,Regular Season,Milwaukee Bucks,47.099999999999994,14.7
1993-94,Regular Season,Minnesota Timberwolves,47.099999999999994,16.4
1993-94,Regular Season,Washington Bullets,48.4,15.3
1993-94,Regular Season,Philadelphia 76ers,47.8,15.0
1993-94,Regular Season,Detroit Pistons,47.699999999999996,13.7
1993-94,Regular Season,Dallas Mavericks,44.9,15.0
1994-95,Regular Season,Utah Jazz*,53.5,14.8
1994-95,Regular Season,Seattle SuperSonics*,52.7,14.1
1994-95,Regular Season,Orlando Magic*,53.900000000000006,14.0
1994-95,Regular Season,San Antonio Spurs*,51.6,13.8
1994-95,Regular Season,Chicago Bulls*,50.9,14.5
1994-95,Regular Season,Phoenix Suns*,52.400000000000006,12.7
1994-95,Regular Season,Portland Trail Blazers*,48.3,13.0
1994-95,Regular Season,Indiana Pacers*,50.7,15.5
1994-95,Regular Season,Charlotte Hornets*,51.7,14.3
1994-95,Regular Season,New York Knicks*,50.8,15.1
1994-95,Regular Season,Houston Rockets*,52.900000000000006,15.0
1994-95,Regular Season,Atlanta Hawks*,48.699999999999996,13.9
1994-95,Regular Season,Denver Nuggets*,51.1,15.6
1994-95,Regular Season,Cleveland Cavaliers*,47.199999999999996,14.2
